responseid	respid	interview_start	interview_end	status	In your current role do you carry out primary research?	published_yesNPG	published_yesnonNPG	published_no	published_nosay	familiar_reproducibility	crisis_yesMedia	crisis_yesJournals	crisis_yesConferences	ciris_yesColleagues	crisis_yesElsewhere	crisis_no	significance_crisis	flagged	proportion_reproducible	field_reproducibility	try_failOwn	try_failElse	published_successElse	published_failElse	nopublish_success	noprublish_fail	job	field
4995	4995	19/10/2015	19/10/2015	complete	Yes	0	1	0	0	Fairly familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	60%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	No	No	No	PhD Student	Biology
5003	5003	19/10/2015	19/10/2015	complete	Yes	1	0	0	0	Very familiar	0	0	1	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	20%	"...worse than for other scientific fields on average."""	Yes	No	Yes	No	No	No	Associate professor/Lecturer	Medicine
5007	5007	19/10/2015	19/10/2015	complete	Yes	0	1	0	0	Very familiar	1	0	0	1	0	0	There is a slight crisis of reproducibility	Not enough	20%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Other
5019	5019	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	90%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Staff Scientist	Other
5052	5052	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Very familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	90%	"...better than for other scientific fields on average."""	Yes	No	No	No	No	No	Senior Scientist	Physics
5057	5057	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Very familiar	0	0	0	0	0	1	There is a significant crisis of reproducibility	A reasonable amount	40%	"...worse than for other scientific fields on average."""	Yes	No	No	No	No	No	Post-doctoral Fellow	Biology
5058	5058	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	10%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	Senior Scientist	Biology
5071	5071	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Not very familiar	0	0	0	1	0	0	There is no crisis of reproducibility	I am unsure	50%	I am unsure	Yes	Yes	No	No	No	No	PhD Student	Medicine
5111	5111	20/10/2015	20/10/2015	complete	Yes	1	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	30%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	Yes	No	No	Professor	Medicine
5172	5172	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	50%	"...about the same as for other scientific fields on average"""	Yes	No	No	No	No	No	Student	Medicine
5178	5178	20/10/2015	20/10/2015	complete	Yes	0	0	0	1	Very familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	30%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Research Scientist	Earth and Environmental Science
5180	5180	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	1	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	20%	"...worse than for other scientific fields on average."""	No	No	No	No	No	No	Technician/Research Assistant	Other
5201	5201	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	Not enough	70%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Other
5222	5222	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	1	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	No	No	No	Professor	Physics
5223	5223	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	A reasonable amount	40%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	PhD Student	Chemistry
5259	5259	20/10/2015	20/10/2015	complete	Yes	0	0	0	1	Very familiar	1	0	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Biology
5284	5284	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	1	0	There is a significant crisis of reproducibility	Not enough	40%	"...worse than for other scientific fields on average."""	Yes	Yes	No	Yes	No	Yes	Research Scientist	Medicine
5289	5289	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	70%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	Post-doctoral Fellow	Biology
5301	5301	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	Too much	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Principal Investigator	Biology
5308	5308	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	Not enough	70%	"...better than for other scientific fields on average."""	No	No	No	No	No	No	Student	Biology
5309	5309	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	Too much	80%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Principal Investigator	Biology
5315	5315	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Associate professor/Lecturer	Biology
5316	5316	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	30%	"...better than for other scientific fields on average."""	No	Yes	No	No	No	No	Post-doctoral Fellow	Biology
5317	5317	20/10/2015	20/10/2015	complete	Yes	1	1	0	0	Very familiar	0	1	1	1	0	0	There is a slight crisis of reproducibility	Not enough	80%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Biology
5323	5323	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Very familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Earth and Environmental Science
5333	5333	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Somewhat familiar	1	0	0	0	0	0	There is a significant crisis of reproducibility	Too much	80%	"...better than for other scientific fields on average."""	No	No	No	No	No	No	Other (please specify)	Materials Science
5334	5334	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...worse than for other scientific fields on average."""	Yes	Yes	Yes	No	No	No	Post-doctoral Fellow	Medicine
5335	5335	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...worse than for other scientific fields on average."""	No	Yes	No	No	No	No	PhD Student	Other
5338	5338	20/10/2015	20/10/2015	complete	Yes	0	0	1	0	Fairly familiar	1	1	0	1	0	0	There is a slight crisis of reproducibility	Too much	20%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Biology
5345	5345	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	Yes	Yes	No	Post-doctoral Fellow	Other
5355	5355	20/10/2015	20/10/2015	complete	Yes	0	0	1	0	Fairly familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	70%	"...better than for other scientific fields on average."""	Yes	No	No	No	No	No	PhD Student	Biology
5366	5366	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	40%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Other
5383	5383	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	No	I can't remember	I can't remember	Principal Investigator	Biology
5384	5384	20/10/2015	20/10/2015	complete	Yes	1	1	0	0	Fairly familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	No	Yes	Yes	No	No	No	Post-doctoral Fellow	Chemistry
5385	5385	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...better than for other scientific fields on average."""	I can't remember	Yes	No	No	No	No	Post-doctoral Fellow	Biology
5390	5390	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	No	Yes	No	Yes	No	No	Professor	Biology
5410	5410	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Fairly familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	Yes	No	No	No	No	No	Post-doctoral Fellow	Physics
5423	5423	20/10/2015	20/10/2015	complete	Yes	0	0	0	1	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	60%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Biology
5436	5436	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	1	0	There is a significant crisis of reproducibility	Not enough	70%	"...better than for other scientific fields on average."""	No	Yes	Yes	No	No	No	PhD Student	Biology
5437	5437	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Very familiar	0	1	1	1	0	0	There is a slight crisis of reproducibility	Not enough	20%	"...worse than for other scientific fields on average."""	Yes	Yes	I can't remember	I can't remember	I can't remember	I can't remember	PhD Student	Biology
5444	5444	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	1	0	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	No	No	Yes	No	No	Yes	Research Scientist	Biology
5448	5448	20/10/2015	20/10/2015	complete	Yes	1	1	0	0	Very familiar	1	1	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	Yes	No	No	No	No	No	Professor	Earth and Environmental Science
5449	5449	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	I am unsure	80%	"...about the same as for other scientific fields on average"""	No	No	Yes	No	No	No	PhD Student	Earth and Environmental Science
5450	5450	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Fairly familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	80%	"...better than for other scientific fields on average."""	No	Yes	Yes	No	No	No	PhD Student	Biology
5473	5473	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Very familiar	0	0	1	1	0	0	There is a slight crisis of reproducibility	Not enough	40%	I am unsure	No	Yes	No	No	No	No	Senior Scientist	Biology
5482	5482	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Fairly familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	60%	I am unsure	Yes	Yes	No	Yes	I can't remember	I can't remember	Professor	Engineering
5490	5490	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	70%	"...better than for other scientific fields on average."""	No	No	No	No	No	No	Post-doctoral Fellow	Medicine
5500	5500	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	50%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	PhD Student	Biology
5505	5505	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Very familiar	1	1	1	1	0	0	There is no crisis of reproducibility	Too much	20%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	Yes	I can't remember	No	Principal Investigator	Medicine
5514	5514	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...worse than for other scientific fields on average."""	No	Yes	No	No	No	No	Post-doctoral Fellow	Biology
5515	5515	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	60%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Chemistry
5519	5519	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	30%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	Staff Scientist	Other
5520	5520	20/10/2015	20/10/2015	complete	Yes	1	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	Yes	Yes	Yes	Professor	Biology
5527	5527	20/10/2015	20/10/2015	complete	Yes	0	0	1	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	I am unsure	50%	I am unsure	Yes	Yes	No	No	No	No	PhD Student	Biology
5529	5529	20/10/2015	20/10/2015	complete	Yes	1	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	20%	"...worse than for other scientific fields on average."""	Yes	Yes	Yes	Yes	No	No	Post-doctoral Fellow	Biology
5533	5533	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Engineering
5534	5534	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Fairly familiar	1	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Biology
5535	5535	20/10/2015	20/10/2015	complete	Yes	1	0	0	0	Very familiar	0	0	1	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	No	Yes	No	No	No	No	Post-doctoral Fellow	Biology
5553	5553	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	Not enough	50%	I am unsure	No	Yes	No	No	No	No	Post-doctoral Fellow	Biology
5554	5554	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	70%	"...worse than for other scientific fields on average."""	Yes	Yes	Yes	Yes	No	No	PhD Student	Biology
5557	5557	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	0	0	1	I don't know	I am unsure	30%	I am unsure	Yes	Yes	No	No	No	No	Research Scientist	Other
5561	5561	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	Professor	Other
5583	5583	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	0	0	0	I don't know	A reasonable amount	80%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Other (please specify)	Chemistry
5589	5589	20/10/2015	21/10/2015	complete	Yes	0	1	0	0	Very familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	80%	"...better than for other scientific fields on average."""	No	Yes	Yes	No	No	No	Research Director/VP of Research	Medicine
5598	5598	20/10/2015	20/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	1	1	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Medicine
5600	5600	20/10/2015	21/10/2015	complete	Yes	0	1	0	0	Fairly familiar	1	0	0	0	0	0	There is a slight crisis of reproducibility	Too much	60%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	Yes	No	Post-doctoral Fellow	Engineering
5604	5604	21/10/2015	21/10/2015	complete	Yes	0	0	1	0	Very familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	I am unsure	70%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	PhD Student	Other
5619	5619	21/10/2015	21/10/2015	complete	Yes	0	0	1	0	Fairly familiar	0	0	1	0	0	0	I don't know	Not enough	80%	"...worse than for other scientific fields on average."""	No	No	No	No	No	No	Student	Biology
5630	5630	21/10/2015	21/10/2015	complete	Yes	0	1	0	0	Fairly familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	50%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	PhD Student	Medicine
5638	5638	21/10/2015	21/10/2015	complete	Yes	0	0	1	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	70%	I am unsure	Yes	Yes	Yes	Yes	No	No	Technician/Research Assistant	Earth and Environmental Science
